Container_ID,Destination,Goods,Container_Length,Actual_Weight,Shipping_Company
C000457,Poland,Fertilizer,48,32612,Evergreen Marine
C000458,Denmark,Vehicles,48,32576,Mediterranean Shipping Company (MSC)
C000459,Chile,Chemicals,20,21553,Mitsui O.S.K. Lines (MOL)
C000460,Greece,Cotton,20,21456,Global Ocean Logistics
C000461,Pakistan,Solvents,40,26907,TS Lines
C000462,Netherlands,Glass,48,32290,Matson Navigation
C000463,Chile,Industrial Tools,20,21540,PIL (Pacific International Lines)
C000464,Mexico,Ceramics,40,26994,Hyundai Merchant Marine (HMM)
C000465,Germany,Vehicles,45,29406,Global Ocean Logistics
C000466,Portugal,Vehicles,45,29154,Unifeeder
C000467,India,Frozen Meat,48,32788,Syrian Shipping Lines
C000468,Ukraine,Computers,40,26526,K Line
C000469,Italy,Electronics,20,21901,APL
C000470,Vietnam,Vegetables,53,34138,Mediterranean Shipping Company (MSC)
C000471,Singapore,Steel Coils,20,21365,Hapag-Lloyd
C000472,Sri Lanka,Frozen Meat,20,21678,Grimaldi Lines
C000473,France,Ceramics,53,33655,Roy Shipping Agency
C000474,Pakistan,Cement,40,27093,Emirates Shipping Line
C000475,Oman,Rice,48,32530,Evergreen Marine
C000476,Japan,Footwear,45,28884,Bahri
C000477,Pakistan,Electrical Cables,53,34092,Evergreen Marine
C000478,United Arab Emirates,Vegetables,40,26547,Emirates Shipping Line
C000479,Brazil,Plastic Granules,40,27173,Evergreen Marine
C000480,Mexico,Electrical Cables,20,21906,Res Trans-Logis
C000481,Germany,Furniture,40,26577,Res Trans-Logis
C000482,Sri Lanka,Sand,48,32581,Mediterranean Shipping Company (MSC)
C000483,Mexico,Dairy Products,20,21391,Ocean Network Express (ONE)
C000484,Colombia,Glass,53,34030,Black Sea Shipping
C000485,Thailand,Industrial Tools,40,27107,Roy Shipping Agency
C000486,Colombia,Industrial Tools,48,32744,COSCO Shipping
C000487,Malaysia,Scientific Instruments,20,21549,Syrian Shipping Lines
C000488,Colombia,Footwear,53,34148,Black Sea Shipping
C000489,Malaysia,Timber,53,33769,ZIM Integrated Shipping Services
C000490,Italy,Medical Equipment,40,26771,SITC International
C000491,Greece,Tea,40,27153,X-Press Feeders
C000492,Ukraine,Scientific Instruments,48,32411,Seaboard Marine
C000493,Greece,Ceramics,45,29045,Emirates Shipping Line
C000494,United Kingdom,Mobile Phones,53,34040,SM Line
C000495,Brazil,Coffee,48,32814,Baltic Shipping Company
C000496,Hong Kong,Steel Coils,53,34323,ZIM Integrated Shipping Services
C000497,Hong Kong,Solar Panels,40,27021,Unifeeder
C000498,Germany,Petroleum Products,48,33044,Mitsui O.S.K. Lines (MOL)
C000499,United Arab Emirates,Fruits,48,32649,K Line
C000500,Russia,Timber,20,21491,Unifeeder
C000501,Indonesia,Fertilizer,48,32387,Wan Hai Lines
C000502,Nigeria,Electrical Cables,40,26969,Evergreen Marine
C000503,France,Industrial Tools,45,29165,ZIM Integrated Shipping Services
C000504,United Arab Emirates,Fruits,48,33032,Bahri
C000505,South Korea,Pharmaceuticals,48,32576,Mediterranean Shipping Company (MSC)
C000506,United Kingdom,Seafood,53,33984,Nippon Yusen Kaisha (NYK)
C000507,Pakistan,Pharmaceuticals,40,26497,COSCO Shipping
C000508,South Africa,Footwear,48,32871,Roy Shipping Agency
C000509,United Kingdom,Paper,45,28845,PIL (Pacific International Lines)
C000510,Chile,Vegetables,40,26533,Star Container Services
C000511,Canada,Cement,20,22090,SITC International
C000512,Kenya,Solar Panels,40,27050,SM Line
C000513,South Africa,Lithium Batteries,40,26814,TS Lines
C000514,Canada,Mobile Phones,20,21519,Mitsui O.S.K. Lines (MOL)
C000515,Taiwan,Garments,53,34169,Wan Hai Lines
C000516,Spain,Vaccines,40,26761,Seaboard Marine
C000517,Spain,Rice,20,21638,Hapag-Lloyd
C000518,Norway,Furniture,40,27023,Baltic Shipping Company
C000519,Ukraine,Mobile Phones,48,32935,TS Lines
C000520,Germany,Tea,53,34126,North Korea Shipping Corporation
C000521,Netherlands,Industrial Tools,20,21478,Ocean Network Express (ONE)
C000522,Denmark,Chemicals,40,27096,Star Container Services
C000523,Netherlands,Solar Panels,48,32455,CMA CGM
C000524,Thailand,Fertilizer,40,26991,Sinokor Merchant Marine
C000525,Belgium,Pharmaceuticals,48,32561,Unifeeder
C000526,Russia,Plastic Granules,53,34101,OOCL
C000527,Vietnam,Sand,53,34308,ZIM Integrated Shipping Services
C000528,Brazil,Furniture,20,21615,COSCO Shipping
C000529,Pakistan,Semiconductors,40,26868,Hyundai Merchant Marine (HMM)
C000530,India,Mobile Phones,40,26504,COSCO Shipping
C000531,Indonesia,Vehicles,20,21474,COSCO Shipping
C000532,Turkey,Cotton,45,29144,Star Container Services
C000533,Sweden,Seafood,20,22085,Global Ocean Logistics
C000534,United Kingdom,Furniture,45,28768,Emirates Shipping Line
C000535,Italy,Medical Equipment,20,21331,Ocean Network Express (ONE)
C000536,Denmark,Food Products,45,29417,TS Lines
C000537,France,Food Products,45,29332,APL
C000538,Philippines,Cement,20,21980,Iran Shipping Lines
C000539,Poland,Seafood,20,21576,Global Ocean Logistics
C000540,Argentina,Marble,20,21759,ZIM Integrated Shipping Services
C000541,Chile,Rubber,20,21351,Mediterranean Shipping Company (MSC)
C000542,New Zealand,Steel Coils,20,21854,PIL (Pacific International Lines)
C000543,Germany,Electronics,48,32515,Hyundai Merchant Marine (HMM)
C000544,Belgium,Paint,48,32341,SITC International
C000545,United Arab Emirates,Food Products,45,29311,Grimaldi Lines
C000546,Philippines,Copper,45,28821,Sinokor Merchant Marine
C000547,China,Solvents,20,21505,Hyundai Merchant Marine (HMM)
C000548,Peru,Granite,20,21370,Bahri
C000549,Denmark,Lubricants,20,21916,Safmarine
C000550,Argentina,Marble,48,32322,OOCL
C000551,Peru,Footwear,48,32923,Yang Ming Marine
C000552,Japan,Marble,53,33948,Yang Ming Marine
C000553,Japan,Batteries,48,33032,Mitsui O.S.K. Lines (MOL)
C000554,Taiwan,Paint,53,33759,Mediterranean Shipping Company (MSC)
C000555,Norway,Vehicles,40,26958,Nippon Yusen Kaisha (NYK)
C000556,Thailand,Sand,53,33959,Seaboard Marine
C000557,Peru,Rubber,48,32826,ZIM Integrated Shipping Services
C000558,Greece,Cotton,48,32402,Iran Shipping Lines
C000559,Indonesia,Timber,20,21565,Star Container Services
C000560,Thailand,Lithium Batteries,48,32841,Hamburg Süd
C000561,Australia,Ceramics,48,32459,APL
C000562,India,Steel Coils,40,26839,Mitsui O.S.K. Lines (MOL)
C000563,China,Granite,53,34140,Syrian Shipping Lines
C000564,Spain,Plastic Granules,45,28663,Res Trans-Logis
C000565,United States,Heavy Machinery,48,32489,Safmarine
C000566,Oman,Wind Turbine Parts,48,33025,Emirates Shipping Line
C000567,United States,Medical Equipment,48,32637,Hapag-Lloyd
C000568,Norway,Paint,40,27027,Maersk
C000569,Mexico,Textiles,20,21626,Syrian Shipping Lines
C000570,Peru,Heavy Machinery,40,26543,Seaboard Marine
C000571,Colombia,Solar Panels,40,26475,Ocean Network Express (ONE)
C000572,Pakistan,Frozen Meat,48,32954,APL
C000573,Russia,Wheat,40,26752,Hamburg Süd
C000574,Greece,Paint,40,26446,North Korea Shipping Corporation
C000575,New Zealand,Granite,53,34195,Seaboard Marine
C000576,Saudi Arabia,Semiconductors,53,33771,K Line
C000577,Sweden,Fertilizer,20,21596,Hamburg Süd
C000578,Germany,Pharmaceuticals,48,32376,Syrian Shipping Lines
C000579,Egypt,Rice,48,32385,Res Trans-Logis
C000580,South Korea,Granite,45,28672,Mitsui O.S.K. Lines (MOL)
C000581,Ukraine,Solvents,40,26391,Safmarine
C000582,Ukraine,Iron Ore,45,28739,Hapag-Lloyd
C000583,Russia,Vehicles,20,21776,K Line
C000584,South Korea,Frozen Meat,53,33641,Maersk
C000585,Poland,Granite,53,33758,Hapag-Lloyd
C000586,Kenya,Paper,53,33869,Black Sea Shipping
C000587,Spain,Paper,53,33809,Star Container Services
C000588,Thailand,Ceramics,53,34025,Global Ocean Logistics
C000589,United States,Corn,20,22021,Seaboard Marine
C000590,Spain,Vegetables,40,26749,Hamburg Süd
C000591,Saudi Arabia,Industrial Tools,53,33821,Seaboard Marine
C000592,Chile,Heavy Machinery,45,28866,Roy Shipping Agency
C000593,Argentina,Aluminum,20,21518,Emirates Shipping Line
C000594,Nigeria,Solvents,48,32907,TS Lines
C000595,Chile,Copper,48,32942,PIL (Pacific International Lines)
C000596,Colombia,Lithium Batteries,20,21598,Mediterranean Shipping Company (MSC)
C000597,Mexico,Vegetables,48,32377,Wan Hai Lines
C000598,Belgium,Copper,45,29185,K Line
C000599,United Kingdom,Sugar,20,21420,TS Lines
C000600,South Korea,Pharmaceuticals,48,32529,Roy Shipping Agency
C000601,Qatar,Iron Ore,45,29261,X-Press Feeders
C000602,United States,Leather Goods,20,21715,Safmarine
C000603,Chile,Cement,20,22041,Matson Navigation
C000604,Peru,Wind Turbine Parts,40,27009,Unifeeder
C000605,Vietnam,Medical Equipment,20,21827,Bahri
C000606,Nigeria,Iron Ore,40,26442,Safmarine
C000607,Egypt,Lubricants,45,29051,OOCL
C000608,Hong Kong,Automobile Parts,20,21928,Matson Navigation
C000609,Argentina,Sugar,20,21728,Hapag-Lloyd
C000610,Kenya,Rice,20,21980,Yang Ming Marine
C000611,New Zealand,Automobile Parts,53,34397,OOCL
C000612,Morocco,Glass,40,26740,Wan Hai Lines
C000613,Bangladesh,Chemicals,20,21464,Iran Shipping Lines
C000614,Indonesia,Textiles,20,21817,Mediterranean Shipping Company (MSC)
C000615,Philippines,Coal,48,32845,Baltic Shipping Company
C000616,Poland,Lubricants,45,29087,Emirates Shipping Line
C000617,Japan,Machinery,20,22040,Safmarine
C000618,Colombia,Automobile Parts,40,27071,North Korea Shipping Corporation
C000619,United Kingdom,Paper,48,32523,North Korea Shipping Corporation
C000620,Greece,Sugar,53,33860,TS Lines
C000621,Thailand,Rice,20,21560,Safmarine
C000622,Colombia,Footwear,45,29034,Sinokor Merchant Marine
C000623,Sri Lanka,Industrial Chemicals,40,26432,Star Container Services
C000624,South Africa,Scientific Instruments,53,34208,ZIM Integrated Shipping Services
C000625,Peru,Cement,20,21768,Ocean Network Express (ONE)
C000626,Peru,Food Products,45,29240,PIL (Pacific International Lines)
C000627,India,Marble,40,27156,Global Ocean Logistics
C000628,Indonesia,Food Products,48,32884,Mediterranean Shipping Company (MSC)
C000629,Malaysia,Petroleum Products,45,29163,Hapag-Lloyd
C000630,South Africa,Industrial Tools,53,34321,TS Lines
C000631,Peru,Seafood,20,21507,Yang Ming Marine
C000632,Belgium,Food Products,53,34371,Nippon Yusen Kaisha (NYK)
C000633,Spain,Vaccines,40,26442,Star Container Services
C000634,Colombia,Aluminum,40,26440,K Line
C000635,Japan,Seafood,48,32750,CMA CGM
C000636,Japan,Rubber,53,33707,Grimaldi Lines
C000637,Russia,Natural Gas Equipment,20,22078,COSCO Shipping
C000638,South Korea,Leather Goods,40,26435,OOCL
C000639,Netherlands,Rubber,48,32651,North Korea Shipping Corporation
C000640,New Zealand,Wind Turbine Parts,45,29447,Sinokor Merchant Marine
C000641,Indonesia,Cotton,40,27132,Roy Shipping Agency
C000642,Bangladesh,Paper,45,28918,Crowley Maritime
C000643,Colombia,Cement,48,32521,Hamburg Süd
C000644,Sweden,Aluminum,53,34208,Syrian Shipping Lines
C000645,United States,Medical Equipment,20,22060,Sinokor Merchant Marine
C000646,Morocco,Automobile Parts,20,21423,Roy Shipping Agency
C000647,Philippines,Semiconductors,45,29030,Seaboard Marine
C000648,Sweden,Vegetables,40,26851,Roy Shipping Agency
C000649,Australia,Automobile Parts,53,34332,ZIM Integrated Shipping Services
C000650,South Korea,Corn,45,29415,TS Lines
C000651,Sri Lanka,Rice,40,26558,K Line
C000652,Hong Kong,Pharmaceuticals,40,27005,PIL (Pacific International Lines)
C000653,Egypt,Leather Goods,45,29225,CMA CGM
C000654,Kenya,Fruits,53,34226,Safmarine
C000655,India,Medical Equipment,48,32737,Baltic Shipping Company
C000656,Egypt,Fruits,48,32747,Roy Shipping Agency
C000657,Egypt,Wheat,48,32687,OOCL
C000658,Oman,Electrical Cables,20,21995,Safmarine
C000659,Greece,Coal,20,21579,X-Press Feeders
C000660,New Zealand,Solvents,48,32922,Unifeeder
C000661,Kenya,Semiconductors,40,26525,Hapag-Lloyd
C000662,India,Chemicals,48,32521,North Korea Shipping Corporation
C000663,Denmark,Marble,45,29379,TS Lines
C000664,Argentina,Vaccines,40,26750,PIL (Pacific International Lines)
C000665,Russia,Industrial Tools,53,34180,Ocean Network Express (ONE)
C000666,Kenya,Sand,20,21504,Res Trans-Logis
C000667,Brazil,Frozen Meat,20,21721,Maersk
C000668,Italy,Industrial Chemicals,45,28993,Crowley Maritime
C000669,Argentina,Copper,48,32468,OOCL
C000670,Netherlands,Rubber,45,28801,Baltic Shipping Company
C000671,Taiwan,Solvents,48,33007,Nippon Yusen Kaisha (NYK)
C000672,Germany,Rice,48,32933,Evergreen Marine
C000673,Brazil,Fruits,40,26824,Safmarine
C000674,Greece,Granite,40,27173,Iran Shipping Lines
C000675,Colombia,Petroleum Products,20,21847,Sinokor Merchant Marine
C000676,Norway,Copper,40,26987,SM Line
C000677,United States,Wheat,45,29403,OOCL
C000678,Egypt,Garments,48,32605,Mediterranean Shipping Company (MSC)
C000679,China,Paint,40,26933,Roy Shipping Agency
C000680,United Arab Emirates,Garments,48,32799,Syrian Shipping Lines
C000681,Pakistan,Steel Coils,53,33873,Nippon Yusen Kaisha (NYK)
C000682,Australia,Ceramics,53,33780,ZIM Integrated Shipping Services
C000683,Chile,Plastic Granules,48,32810,SITC International
C000684,Portugal,Coal,45,29399,Iran Shipping Lines
C000685,Philippines,Automobile Parts,40,26972,Mediterranean Shipping Company (MSC)
C000686,Argentina,Glass,40,27092,Unifeeder
C000687,Denmark,Granite,48,32902,COSCO Shipping
C000688,United States,Rubber,40,26647,Yang Ming Marine
C000689,Nigeria,Food Products,45,28875,North Korea Shipping Corporation
C000690,Ukraine,Corn,48,32835,Hamburg Süd
C000691,Oman,Tea,48,32842,Mitsui O.S.K. Lines (MOL)
C000692,Italy,Wind Turbine Parts,48,32462,ZIM Integrated Shipping Services
C000693,Russia,Chemicals,40,27034,Bahri
C000694,Mexico,Vegetables,53,33631,OOCL
C000695,Ukraine,Pharmaceuticals,45,29254,Seaboard Marine
C000696,Oman,Vegetables,20,21327,Safmarine
C000697,Brazil,Frozen Meat,20,21821,Seaboard Marine
C000698,Germany,Granite,40,26512,APL
C000699,Russia,Corn,20,21402,TS Lines
C000700,Belgium,Tea,40,26905,Global Ocean Logistics
C000701,Norway,Coal,48,32878,Syrian Shipping Lines
C000702,Colombia,Copper,20,21873,ZIM Integrated Shipping Services
C000703,China,Rice,45,29406,Safmarine
C000704,Taiwan,Furniture,40,27149,SM Line
C000705,Portugal,Vegetables,53,34211,Unifeeder
C000706,China,Electrical Cables,45,29404,Bahri
C000707,Sweden,Chemicals,20,21529,X-Press Feeders
C000708,Japan,Pharmaceuticals,45,29063,TS Lines
C000709,South Korea,Paint,20,21500,X-Press Feeders
C000710,Malaysia,Coffee,53,33699,PIL (Pacific International Lines)
C000711,Bangladesh,Wheat,40,26594,TS Lines
C000712,United Kingdom,Plastic Granules,53,34166,Safmarine
C000713,Spain,Leather Goods,20,21794,COSCO Shipping
C000714,Poland,Pharmaceuticals,48,32844,CMA CGM
C000715,Egypt,Industrial Tools,40,26729,Black Sea Shipping
C000716,Saudi Arabia,Rice,40,27004,North Korea Shipping Corporation
C000717,Philippines,Food Products,40,27161,Roy Shipping Agency
C000718,Thailand,Corn,53,34387,Matson Navigation
C000719,Turkey,Scientific Instruments,20,21459,TS Lines
C000720,Philippines,Dairy Products,20,21948,Yang Ming Marine
C000721,Sri Lanka,Paint,48,32968,Emirates Shipping Line
C000722,Bangladesh,Solvents,53,34191,Nippon Yusen Kaisha (NYK)
C000723,Sweden,Marble,40,26444,Iran Shipping Lines
C000724,Kenya,Fertilizer,40,26963,COSCO Shipping
C000725,France,Textiles,40,27050,PIL (Pacific International Lines)
C000726,Qatar,Rice,20,22089,SM Line
C000727,Singapore,Copper,53,33796,X-Press Feeders
C000728,Thailand,Textiles,48,32447,K Line
C000729,Thailand,Fertilizer,20,21763,CMA CGM
C000730,Denmark,Industrial Chemicals,48,32596,ZIM Integrated Shipping Services
C000731,Chile,Solvents,20,21488,Roy Shipping Agency
C000732,Vietnam,Vehicles,20,21977,K Line
C000733,Saudi Arabia,Cement,20,22051,Safmarine
C000734,Vietnam,Batteries,20,21389,Black Sea Shipping
C000735,Portugal,Computers,20,22088,SITC International
C000736,Poland,Machinery,45,28897,TS Lines
C000737,Philippines,Scientific Instruments,40,26405,Mediterranean Shipping Company (MSC)
C000738,Thailand,Fertilizer,48,32273,Baltic Shipping Company
C000739,Hong Kong,Timber,48,32302,Evergreen Marine
C000740,Singapore,Plastic Granules,20,21339,Crowley Maritime
C000741,New Zealand,Timber,45,28730,Nippon Yusen Kaisha (NYK)
C000742,Ukraine,Paint,20,21452,X-Press Feeders
C000743,Chile,Vehicles,20,21847,Hamburg Süd
C000744,Qatar,Wheat,20,21637,TS Lines
C000745,France,Frozen Meat,20,21942,Baltic Shipping Company
C000746,Greece,Plastic Granules,53,34331,Maersk
C000747,Colombia,Dairy Products,48,32849,ZIM Integrated Shipping Services
C000748,Ukraine,Frozen Meat,40,26413,Grimaldi Lines
C000749,Australia,Seafood,53,34085,Hyundai Merchant Marine (HMM)
C000750,Sri Lanka,Frozen Meat,45,29318,Star Container Services
C000751,Mexico,Industrial Chemicals,40,26492,Res Trans-Logis
C000752,Brazil,Rice,48,32338,Seaboard Marine
C000753,Poland,Rice,20,21785,Maersk
C000754,Poland,Electrical Cables,45,29129,Hamburg Süd
C000755,Mexico,Ceramics,20,22071,Bahri
C000756,Kenya,Heavy Machinery,45,29154,K Line
C000757,New Zealand,Medical Equipment,40,26553,OOCL
C000758,Oman,Coffee,20,21571,Unifeeder
C000759,Peru,Vaccines,40,26591,Seaboard Marine
C000760,Morocco,Steel Coils,40,26742,Wan Hai Lines
C000761,Saudi Arabia,Wheat,40,27162,North Korea Shipping Corporation
C000762,Chile,Natural Gas Equipment,45,29056,Seaboard Marine
C000763,Mexico,Footwear,45,28910,X-Press Feeders
C000764,United Arab Emirates,Petroleum Products,20,21508,Grimaldi Lines
C000765,Egypt,Wind Turbine Parts,48,32292,Nippon Yusen Kaisha (NYK)
C000766,Taiwan,Fruits,48,32588,Ocean Network Express (ONE)
C000767,France,Solvents,48,32724,Baltic Shipping Company
C000768,Chile,Petroleum Products,48,32650,OOCL
C000769,Chile,Aluminum,48,32963,Bahri
C000770,Argentina,Semiconductors,48,32445,Bahri
C000771,Chile,Textiles,48,32664,Bahri
C000772,Singapore,Vegetables,40,26798,Syrian Shipping Lines
C000773,Turkey,Furniture,20,21707,Mitsui O.S.K. Lines (MOL)
C000774,Bangladesh,Electronics,45,29258,APL
C000775,Argentina,Industrial Chemicals,48,32646,Unifeeder
C000776,Sri Lanka,Steel Coils,20,22092,Syrian Shipping Lines
C000777,South Africa,Automobile Parts,48,32357,Seaboard Marine
C000778,Singapore,Rice,20,21795,Maersk
C000779,New Zealand,Mobile Phones,40,27011,Bahri
C000780,Morocco,Paper,53,34191,Mediterranean Shipping Company (MSC)
C000781,United Arab Emirates,Copper,40,26841,Hapag-Lloyd
C000782,Pakistan,Leather Goods,53,34299,APL
C000783,India,Aluminum,48,32670,Wan Hai Lines
C000784,Netherlands,Mobile Phones,45,29135,Sinokor Merchant Marine
C000785,Denmark,Rubber,40,26588,X-Press Feeders
C000786,Japan,Timber,53,34334,Sinokor Merchant Marine
C000787,Turkey,Vehicles,20,21951,Roy Shipping Agency
C000788,India,Lubricants,53,33682,ZIM Integrated Shipping Services
C000789,Sweden,Automobile Parts,20,21362,Crowley Maritime
C000790,Canada,Petroleum Products,48,32784,Grimaldi Lines
C000791,Italy,Coffee,20,21407,Bahri
C000792,Philippines,Ceramics,48,32976,ZIM Integrated Shipping Services
C000793,Germany,Aluminum,45,29177,Unifeeder
C000794,Thailand,Electrical Cables,48,32577,X-Press Feeders
C000795,Germany,Iron Ore,48,32786,Black Sea Shipping
C000796,Egypt,Solar Panels,45,29315,Syrian Shipping Lines
C000797,Germany,Footwear,45,28691,ZIM Integrated Shipping Services
C000798,Canada,Fertilizer,20,21707,PIL (Pacific International Lines)
C000799,Canada,Medical Equipment,20,21569,Mediterranean Shipping Company (MSC)
C000800,Mexico,Electronics,53,33998,Sinokor Merchant Marine
C000801,Ukraine,Coffee,20,22117,Crowley Maritime
C000802,Bangladesh,Solvents,48,32324,Wan Hai Lines
C000803,Egypt,Coffee,53,33877,Emirates Shipping Line
C000804,Argentina,Lithium Batteries,40,26757,Res Trans-Logis
C000805,Sri Lanka,Computers,20,21923,SITC International
C000806,Denmark,Industrial Tools,20,21779,North Korea Shipping Corporation
C000807,Colombia,Electrical Cables,45,29079,Seaboard Marine
C000808,Sweden,Dairy Products,45,29349,SITC International
C000809,Ukraine,Lithium Batteries,40,27109,Seaboard Marine
C000810,Singapore,Machinery,48,32960,PIL (Pacific International Lines)
C000811,Russia,Natural Gas Equipment,48,32853,X-Press Feeders
C000812,Canada,Cement,48,32351,Res Trans-Logis
C000813,Vietnam,Natural Gas Equipment,40,26616,Star Container Services
C000814,Sweden,Fruits,53,34172,North Korea Shipping Corporation
C000815,Italy,Automobile Parts,48,32494,Emirates Shipping Line
C000816,Thailand,Sugar,48,32400,Hapag-Lloyd
C000817,South Africa,Vehicles,20,21657,Ocean Network Express (ONE)
C000818,Italy,Ceramics,53,34109,PIL (Pacific International Lines)
C000819,Vietnam,Petroleum Products,53,34002,Roy Shipping Agency
C000820,Thailand,Industrial Chemicals,20,21457,SITC International
C000821,Ukraine,Fruits,45,28813,Crowley Maritime
C000822,Sweden,Computers,20,21390,APL
C000823,Qatar,Petroleum Products,53,34200,SITC International
C000824,Sweden,Coal,40,26648,ZIM Integrated Shipping Services
C000825,Russia,Leather Goods,53,33708,CMA CGM
C000826,Mexico,Rubber,20,21531,APL
C000827,South Korea,Vegetables,48,32522,Yang Ming Marine
C000828,Nigeria,Vaccines,45,28793,Hyundai Merchant Marine (HMM)
C000829,Russia,Medical Equipment,53,34363,Global Ocean Logistics
C000830,Japan,Paper,53,33872,K Line
C000831,Kenya,Frozen Meat,40,26885,CMA CGM
C000832,Singapore,Frozen Meat,48,32944,CMA CGM
C000833,Mexico,Food Products,53,33631,TS Lines
C000834,Nigeria,Rubber,20,21596,Emirates Shipping Line
C000835,United Kingdom,Sand,40,26704,SM Line
C000836,Japan,Batteries,48,32891,Matson Navigation
C000837,Morocco,Steel Coils,20,21689,Hamburg Süd
C000838,United Arab Emirates,Solvents,45,29373,Hapag-Lloyd
C000839,Mexico,Food Products,53,33704,Nippon Yusen Kaisha (NYK)
C000840,New Zealand,Mobile Phones,48,32522,Safmarine
C000841,Russia,Heavy Machinery,53,33844,Iran Shipping Lines
C000842,Norway,Cement,20,21526,Emirates Shipping Line
C000843,Turkey,Industrial Chemicals,20,22103,Grimaldi Lines
C000844,France,Heavy Machinery,53,34064,TS Lines
C000845,Hong Kong,Rice,45,28759,APL
C000846,Egypt,Vaccines,53,33886,Hamburg Süd
C000847,Taiwan,Garments,45,29294,Black Sea Shipping
C000848,Spain,Wheat,45,29269,K Line
C000849,Poland,Tea,45,28766,CMA CGM
C000850,Australia,Coal,20,21555,TS Lines
C000851,United Kingdom,Garments,40,26865,Nippon Yusen Kaisha (NYK)
C000852,Vietnam,Dairy Products,40,27123,Emirates Shipping Line
C000853,Norway,Vegetables,20,21514,Emirates Shipping Line
C000854,Spain,Chemicals,40,27000,SITC International
C000855,Oman,Vehicles,40,27078,ZIM Integrated Shipping Services
C000856,Indonesia,Wheat,45,29307,Mitsui O.S.K. Lines (MOL)
C000857,Indonesia,Computers,48,32691,PIL (Pacific International Lines)
C000858,Germany,Petroleum Products,53,34371,Seaboard Marine
C000859,France,Machinery,45,29232,Hyundai Merchant Marine (HMM)
C000860,Mexico,Garments,20,21650,Ocean Network Express (ONE)
C000861,Egypt,Batteries,45,29099,COSCO Shipping
C000862,Indonesia,Petroleum Products,48,32550,TS Lines
C000863,India,Solvents,48,32427,Baltic Shipping Company
C000864,Australia,Scientific Instruments,53,33717,Grimaldi Lines
C000865,Morocco,Lithium Batteries,48,32655,Emirates Shipping Line
C000866,United Arab Emirates,Computers,48,32289,SM Line
C000867,Mexico,Batteries,40,26756,Hapag-Lloyd
C000868,Russia,Sand,48,32690,SM Line
C000869,Vietnam,Wind Turbine Parts,48,32617,Emirates Shipping Line
C000870,Chile,Computers,20,21646,Yang Ming Marine
C000871,Qatar,Leather Goods,45,29387,North Korea Shipping Corporation
C000872,Portugal,Ceramics,48,32478,Wan Hai Lines
C000873,Kenya,Paper,45,28959,North Korea Shipping Corporation
C000874,Netherlands,Paper,48,32277,Safmarine
C000875,Sri Lanka,Glass,48,32577,Maersk
C000876,Peru,Timber,20,21518,Safmarine
C000877,Portugal,Coffee,20,21474,Syrian Shipping Lines
C000878,Bangladesh,Batteries,20,21723,COSCO Shipping
C000879,Spain,Vegetables,48,32418,OOCL
C000880,Spain,Glass,53,34329,Evergreen Marine
C000881,Italy,Automobile Parts,45,29183,TS Lines
C000882,Turkey,Furniture,20,21686,Syrian Shipping Lines
C000883,Kenya,Iron Ore,20,21710,North Korea Shipping Corporation
C000884,Philippines,Frozen Meat,20,21970,Syrian Shipping Lines
C000885,Italy,Scientific Instruments,53,34303,COSCO Shipping
C000886,Denmark,Vaccines,48,32965,Hamburg Süd
C000887,Brazil,Textiles,45,29040,North Korea Shipping Corporation
C000888,Norway,Coal,45,29402,TS Lines
C000889,Indonesia,Vegetables,45,29198,X-Press Feeders
C000890,Netherlands,Cotton,20,21418,Syrian Shipping Lines
C000891,Russia,Electrical Cables,40,26788,SITC International
C000892,Colombia,Mobile Phones,45,28913,X-Press Feeders
C000893,France,Lithium Batteries,40,26560,Mitsui O.S.K. Lines (MOL)
C000894,Vietnam,Computers,45,29357,ZIM Integrated Shipping Services
C000895,Turkey,Garments,48,32497,ZIM Integrated Shipping Services
C000896,United States,Garments,48,32983,Evergreen Marine
C000897,Brazil,Mobile Phones,20,21382,Star Container Services
C000898,Ukraine,Timber,20,21898,Mediterranean Shipping Company (MSC)
C000899,United Arab Emirates,Automobile Parts,45,28686,CMA CGM
C000900,Netherlands,Tea,40,26562,Bahri
C000901,Russia,Semiconductors,20,21829,Safmarine
C000902,Greece,Cotton,48,32805,Baltic Shipping Company
C000903,Kenya,Copper,45,29298,Syrian Shipping Lines
C000904,Russia,Granite,53,34296,TS Lines
C000905,Japan,Paper,40,26789,Iran Shipping Lines
C000906,Italy,Industrial Chemicals,53,33840,CMA CGM
C000907,Spain,Wheat,53,34220,OOCL
C000908,Australia,Solar Panels,40,26737,TS Lines
C000909,Denmark,Coffee,53,34219,Sinokor Merchant Marine
C000910,Mexico,Seafood,40,27141,Nippon Yusen Kaisha (NYK)
C000911,Hong Kong,Glass,20,21425,PIL (Pacific International Lines)
C000912,Philippines,Ceramics,53,33898,Roy Shipping Agency
C000913,Argentina,Vaccines,40,26765,Sinokor Merchant Marine
C000914,United States,Coffee,48,32256,Ocean Network Express (ONE)
C000915,Taiwan,Heavy Machinery,48,32764,Baltic Shipping Company
C000916,Thailand,Electrical Cables,48,32629,TS Lines
C000917,Germany,Rubber,48,32261,Baltic Shipping Company
C000918,New Zealand,Batteries,53,33724,Mediterranean Shipping Company (MSC)
C000919,Spain,Medical Equipment,48,32976,Bahri
C000920,Spain,Electrical Cables,48,32718,Syrian Shipping Lines
